,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,,
5642,龙泉驿党建,08月30日 15:49,//weibo.com/5049239826/M3r6IsltJ?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！L人民日报的微博视频 ?,blue,0,0,0,143,
5643,乌兰察布日报微博,08月30日 15:48,//weibo.com/5071105728/M3r6GFRFK?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。L央视新闻的微博视频 ?,None,0,0,0,132,
5644,好幸运遇见你Z,08月30日 15:48,//weibo.com/7748197833/M3r6A7ExH?refer_flag=1001030103_,重庆山火救援 L好幸运遇见你Z的微博视频 ?,None,0,0,1,22,
5645,石家庄车驾管在线,08月30日 15:47,//weibo.com/6928813720/M3r6a9Ei7?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播# L央视新闻的微博视频 收起d,blue,0,3,2,166,
5646,云南共青团,08月30日 15:47,//weibo.com/1761616742/M3r69hvOS?refer_flag=1001030103_,【爱的延续！#重庆砍树救火志愿者约定植树相亲#】“砍树是为保护它，我们再给种回去！”重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。面对山火，大家众志成城，“所有人都在支撑所有人，我变成我们”。山火扑灭后，志愿者相约报名植树。此外，一个志愿者相亲群已经建立起来了。L央视新闻的微博视频 收起d,blue,0,0,3,147,
5647,Khloe叶9291,08月30日 15:47,//weibo.com/7095689310/M3r66lj1V?refer_flag=1001030103_,#思源驰援重庆山火#予人为乐，与己而乐。我在“思源驰援重庆山火”项目捐款成功！让我与@LT的探戈 一道成为传递爱与快乐的使者。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,ip,0,0,0,86,
5648,网信商丘,08月30日 15:47,//weibo.com/6026502015/M3r63EsT1?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树# 】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。#重庆救火志愿者们建相亲群##相对论# L央视新闻的微博视频 收起d,blue,0,0,0,155,
5649,青白江生态环境,08月30日 15:47,//weibo.com/3515638435/M3r5ZakN5?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！（人民日报）L人民日报的微博视频 收起d,blue,0,0,0,151,
5650,淄博市场监管,08月30日 15:47,//weibo.com/1463153464/M3r5UdlEW?refer_flag=1001030103_,#摄影师被重庆灭火后的欢呼弄哭#【#重庆防火长城摄影师说现场更震撼#】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！L央视新闻的微博视频 收起d,blue,0,0,0,154,
5651,合肥反邪教,08月30日 15:47,//weibo.com/6275007444/M3r5U8W5Z?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！  L人民日报的微博视频 ?,blue,1,1,1,145,
5652,动静新闻,08月30日 15:46,//weibo.com/2085931962/M3r5QFtTy?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！（人民日报）L人民日报的微博视频 收起d,blue,0,0,2,151,
5653,是桑延呢,08月30日 15:46,//weibo.com/5706480788/M3r5EePbC?refer_flag=1001030103_,生活了20多年，还是不习惯重庆的温度差，前两天45度，还发生山火，今天直接降到21度，穿短袖出门竟然冷 ?,None,0,0,0,53,
5654,富县检察,08月30日 15:46,//weibo.com/5200197153/M3r5AkXuh?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。#重庆救火志愿者们建相亲群##相对论#L央视新闻的微博视频 收起d,blue,0,6,1,153,
5655,北方新报,08月30日 15:45,//weibo.com/2030806735/M3r5jg0Ze?refer_flag=1001030103_,#摄影师被重庆灭火后的欢呼弄哭#【#重庆防火长城摄影师说现场更震撼#】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！（总台记者高丹丹 王迪 陈杨 牟亮）@央视新闻 L央视新闻的微博视频 收起d,blue,0,0,1,178,
5656,华商网,08月30日 15:45,//weibo.com/1644855075/M3r560vZo?refer_flag=1001030103_,【致敬每一位逆火英雄 #重庆防火长城摄影师说现场更震撼#】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！多方力量汇聚 ，“点点微光”战胜肆虐山火。听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！（央视新闻）L央视新闻的微博视频 收起d,blue,1,0,4,175,
5657,北方新报,08月30日 15:44,//weibo.com/2030806735/M3r526FHp?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。#重庆救火志愿者们建相亲群##相对论#@央视新闻 L央视新闻的微博视频 收起d,blue,0,0,0,159,
5658,淄博检察,08月30日 15:44,//weibo.com/5385579770/M3r4Yijwu?refer_flag=1001030103_,【纪录片｜#与山火决战的最后8小时#】“缙云山的火烧到第四天的时候，再也坐不住了。8月25日中午，几个小伙伴陆续到达山下志愿者和物资集结点拍摄；下午四点，辗转到达山腰指挥部拍摄。此前，没有人能意识到，我们记录的是与山火决战的最后八个小时。”#重庆山火最后8小时全纪录#（制作：重庆广电集团纪录片团队）L人民日报的微博视频 收起d,blue,0,5,0,164,
5659,垫江法院,08月30日 15:44,//weibo.com/3939087871/M3r4I2cEq?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。#重庆救火志愿者们建相亲群##相对论# L央视新闻的微博视频 收起d,blue,0,9,3,154,
5660,品茶说酒,08月30日 15:43,//weibo.com/6993823294/M3r4z99DN?refer_flag=1001030103_,央视评“摩托骑士”阻击重庆山火：“点点微光”战胜肆虐山火，“摩托骑士”他们是众多重庆人的代表，他们与森林消防官兵一起，战山火，聚民心。网友：一座城感动了全国人，今天被爱和感动霸屏了，无悔生于华夏，人民有信仰，国家有力量。#老兵带你进军营# 走进消防 L品茶说酒的微博视频 ?,gold,47,16,45,137,
5661,重庆广电全媒体,08月30日 15:43,//weibo.com/7480769346/M3r4wrf2B?refer_flag=1001030103_,【山火之后，我们相约去植树】由新浪微博、抖音、快手、华龙网、上游新闻、重庆日报网、视界网、第1眼客户端、网信重庆、重庆共青团等联合发起的“相约重庆 我为缙云山添新绿”活动报名通道已开启，明年春天我们一起去种树！在“新重庆”客户端“相约重庆 我为缙云添新绿”活动页面或华龙网微信公众号（cqnewshlw）“为缙云添绿”菜单栏可参与报名。#相约重庆 我为缙云添新绿# L重庆广电全媒体的微博视频 收起d,blue,1,3,7,200,
5662,水上消防,08月30日 15:42,//weibo.com/5421860523/M3r4gdjTG?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！L人民日报的微博视频 ?,blue,0,0,0,143,
5663,melody__cm,08月30日 15:42,//weibo.com/1866861463/M3r4fCLZB?refer_flag=1001030103_,永远铭记2022年重庆的夏天 高温 疫情 山火还有我的吴露可逃愿我们以后都平安顺遂 ?,ip,0,3,15,43,
5664,南宁检察,08月30日 15:42,//weibo.com/5794269940/M3r48hV2i?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播# L央视新闻的微博视频 收起d,blue,4,77,50,166,
5665,平安昭化,08月30日 15:41,//weibo.com/2859150464/M3r3wstlI?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。#重庆救火志愿者们建相亲群##相对论# L央视新闻的微博视频 收起d,blue,0,0,0,154,
5666,平安会东,08月30日 15:40,//weibo.com/5135399469/M3r3jrfAw?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！ L人民日报的微博视频 ??? 收起d,blue,0,1,0,150,
5667,上海反邪教,08月30日 15:40,//weibo.com/5094103156/M3r344o2d?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！ L人民日报的微博视频 ?,blue,7,4,13,144,
5668,冬雨未至已经迟,08月30日 15:39,//weibo.com/5995326640/M3r2XhDeq?refer_flag=1001030103_,#重庆是我的家我不来谁来#长江尾某直辖市人高论，山火嘛，救什么？学习美加澳，让它烧，节省人力财力，烧几个月就自然灭了我想一想，合着烧得不是你家 ?,None,1,0,13,73,
5669,国网徐州供电公司,08月30日 15:39,//weibo.com/3515610192/M3r2T9tkz?refer_flag=1001030103_,【认识一下吧，山火中可爱的他们有姓名！】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢重庆山火中的凡人凡心！（via人民网）@国网江苏电力 L国网徐州供电公司的微博视频 收起d,blue,0,0,0,162,
5670,渝小城,08月30日 15:38,//weibo.com/3257154685/M3r2toFXm?refer_flag=1001030103_,【#画笔记录这个夏天的重庆平凡英雄# 】重庆漫画学会会长、知名漫画家@最侠-林敏  用画笔记录留存了重庆山火中的平凡英雄们，他们是“烈火金刚”消防战士，是“偏向火山行”的重庆骑士，这个夏天发生的英雄场景和感人时刻，都会以各种形式铭刻在重庆人的心中 ?,blue,1,0,3,125,
5671,离石区人民法院,08月30日 15:38,//weibo.com/6931131897/M3r2sg26k?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。#重庆救火志愿者们建相亲群##相对论#L央视新闻的微博视频 收起d,blue,0,0,0,153,
5672,弧线圈唯,08月30日 15:38,//weibo.com/2765670261/M3r2l7gMd?refer_flag=1001030103_,#思源驰援重庆山火#与爱同路，让爱回家。我在“思源驰援重庆山火”项目捐款成功！愿我和@蔡徐坤全球粉丝后援会 一起放大爱的力量！@中华思源工程扶贫基金会 思源驰援重庆山火 ?,yellow,0,0,0,86,
5673,青白江生态环境,08月30日 15:38,//weibo.com/3515638435/M3r2idfKM?refer_flag=1001030103_,#摄影师被重庆灭火后的欢呼弄哭#【#重庆防火长城摄影师说现场更震撼#】在重庆山火的灭火战斗中，“人们都往有火的地方跑，去救火、送物资。”摄影师周瑄说，有人喊山上急需物资，立马就有无数双手举起来！听到明火被扑灭时，“大家都在欢呼，我情不自禁地流下了眼泪，灯光战胜了火光！”致敬英雄！（央视新闻）L央视新闻的微博视频 收起d,blue,0,0,0,160,
5674,内江公安,08月30日 15:37,//weibo.com/2919265652/M3r27B1Hc?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播# L央视新闻的微博视频 收起d,blue,0,1,0,166,
5675,乌兰察布日报微博,08月30日 15:36,//weibo.com/5071105728/M3r1vsRSK?refer_flag=1001030103_,【爱的延续！#重庆砍树救火志愿者约定植树相亲#】“砍树是为保护它，我们再给种回去！”重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。面对山火，大家众志成城，“所有人都在支撑所有人，我变成我们”。山火扑灭后，志愿者相约报名植树。此外，一个志愿者相亲群已经建立起来了。L央视新闻的微博视频 收起d,None,0,0,0,147,
5676,寻查启事,08月30日 15:36,//weibo.com/5146279533/M3r1uAIEO?refer_flag=1001030103_,#思源驰援重庆山火# 予人为乐，与己而乐。我在“思源驰援重庆山火”项目捐款成功！@中华思源工程扶贫基金会http://t.cn/A6SJGvIk ?,yellow,0,0,0,74,
5677,烟台公安,08月30日 15:36,//weibo.com/1797983553/M3r1uwl1T?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！L央视新闻的微博视频 收起d,blue,0,2,1,158,
5678,五原政法,08月30日 15:35,//weibo.com/6507798592/M3r1arSl3?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播# L央视新闻的微博视频 收起d,blue,0,0,0,166,
5679,未央检察,08月30日 15:35,//weibo.com/2849814611/M3r165piQ?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。#重庆救火志愿者们建相亲群##相对论# L央视新闻的微博视频 收起d,blue,0,8,2,154,
5680,丽江青年之声,08月30日 15:34,//weibo.com/2685126671/M3r0RhJhn?refer_flag=1001030103_,丽江青年之声#丽江团市委# 【爱的延续！#重庆砍树救火志愿者约定植树相亲#】“砍树是为保护它，我们再给种回去！”重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。面对山火，大家众志成城，“所有人都在支撑所有人，我变成我们”。山火扑灭后，志愿者相约报名植树。此外，一个志愿者相亲群已经建立起来了。L央视新闻的微博视频 收起d,blue,0,0,0,162,
5681,青春福大,08月30日 15:33,//weibo.com/2387904693/M3r0CeEAs?refer_flag=1001030103_,#英雄战士与英雄人民的双向奔赴#?近日，重庆人民自发送别消防员的画面让人感动。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄。视频 | 央视新闻 L青春福大的微博视频 收起d,blue,0,0,0,146,
5682,抚顺妇女,08月30日 15:33,//weibo.com/1824692883/M3r0xuSlD?refer_flag=1001030103_,#女孩画画致敬救援重庆山火的逆行者#【#漫画版重庆山火救援感人瞬间#】女孩把重庆山火的感动瞬间画成漫画记录下来，致敬所有的“逆行者”！ L新华网的微博视频 ???,blue,0,0,0,81,
5683,翠屏公安,08月30日 15:33,//weibo.com/2011990062/M3r0lFC1f?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播#L央视新闻的微博视频 收起d,blue,0,10,7,165,
5684,美丽开远,08月30日 15:32,//weibo.com/1797237782/M3qZYgJzo?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”L央视新闻的微博视频（央视新闻） ???,blue,0,0,0,121,
5685,忙碌的燕子kristineHK,08月30日 15:32,//weibo.com/5922708638/M3qZV2UiM?refer_flag=1001030103_,《看懂了重庆的“江湖气”，你就懂了为啥美国澳大利亚山火能烧半年》看懂了重庆的“江湖气”，你就懂了为啥美国澳大利亚山火能烧半年O网页链接 ???好感動啊！??? ?,ip,0,0,0,81,
5686,湖南高速铁路职业技术学院,08月30日 15:31,//weibo.com/3282735512/M3qZNjBD6?refer_flag=1001030103_,#重庆山火##什么是以火灭火# 五十秒延时摄影全记录重庆缙云山大火怎么扑灭的（via：人民日报）湖南高速铁路职业技术学院 L湖南高速铁路职业技术学院的微博视频 ?,blue,0,0,0,82,
5687,石家庄市反电信网络诈骗中心,08月30日 15:31,//weibo.com/6048429967/M3qZG22M5?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！ L中国警方在线的微博视频 收起d,blue,0,7,4,161,
5688,南充交警五大队,08月30日 15:31,//weibo.com/7503549051/M3qZy2dUA?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！#主播说联播# L央视新闻的微博视频 收起d,blue,3,1,2,166,
5689,滇池旅游度假区,08月30日 15:30,//weibo.com/1553215662/M3qZhbzHe?refer_flag=1001030103_,【#云南归队消防员吃上了重庆火锅#，“很巴适！”】近日，驰援重庆山火归来的云南森林消防员们吃上了广大网友最关心的重庆火锅，热情的重庆人民+地道的重庆火锅，让“蓝朋友”们惊呼“很巴适！感谢重庆兄弟姐妹”。（@云南日报 ） L云南日报的微博视频 ???,blue,0,0,1,124,
5690,石狮公安,08月30日 15:30,//weibo.com/1896960904/M3qZ9cSsf?refer_flag=1001030103_,【#英雄战士与英雄人民的双向奔赴#，真好】这几天，重庆人民自发送别消防员的一幕幕刷屏了。在这场灭火战斗中，消防员忍受极端高温与山火搏斗，他们是灭火英雄；各界群众不停运送物资，他们是平凡英雄。“平凡铸就伟大，英雄来自人民”，让我们致敬每一位挺身而出的英雄！重庆，重情！这样的双向奔赴，真好！ L中国警方在线的微博视频 收起d,blue,1,14,7,161,
5691,江苏新闻,08月30日 15:30,//weibo.com/1301904252/M3qZ1vLsS?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”此外，一个志愿者相亲群已经建立起来了。#重庆救火志愿者们建相亲群#（央视新闻）L央视新闻的微博视频 收起d,blue,1,2,1,154,
5692,CTBU工商管理学院爱心桥义协,08月30日 15:30,//weibo.com/1948020094/M3qZ1e9X0?refer_flag=1001030103_,【爱心桥生活】高温下坚守的劳动者，诠释了责任的意义；重庆山火的救援力量，彰显着无畏的价值。 ?,blue,0,0,1,47,
5693,云南网,08月30日 15:30,//weibo.com/1959444680/M3qZ1fhcU?refer_flag=1001030103_,【#重庆砍树救火志愿者相约植树#】重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。他说，救援时“所有人都在支撑所有人，我变成我们”。山火被扑灭，志愿者相约报名植树，“砍树是为保护它，我们再给种回去。”L央视新闻的微博视频（央视新闻） ?,blue,0,0,1,119,
5694,南方都市报,08月30日 15:30,//weibo.com/1644489953/M3qZ0Cwe0?refer_flag=1001030103_,【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！L人民日报的微博视频 ?,blue,2,1,15,143,
5695,青春淮北,08月30日 15:29,//weibo.com/2401556305/M3qYOuziM?refer_flag=1001030103_,【爱的延续！#重庆砍树救火志愿者约定植树相亲#】“砍树是为保护它，我们再给种回去！”重庆山火救援期间，黄佳琦报名成为砍隔离带的油锯手。面对山火，大家众志成城，“所有人都在支撑所有人，我变成我们”。山火扑灭后，志愿者相约报名植树。此外，一个志愿者相亲群已经建立起来了。 L央视新闻的微博视频 收起d,blue,0,0,0,148,
5696,红尘一路错,08月30日 15:29,//weibo.com/7725889448/M3qYFndPN?refer_flag=1001030103_,【#退役武警6天5夜决战山火第一线# ：6天休息10小时，周围都是火】近日，重庆。22岁的秦思偲是一名退役武警，在重庆巴南区经营一家菜鸟驿站。8月21日晚，他在老家给亲戚祝寿时，接到区人武部召集令，他马上冲往重庆山火扑救前线。在灭火的六天五夜里，他只休息了十几个钟头，打火、砍出隔离带，全程和山火赛跑。8月29日，秦思偲荣获表彰及万元奖励，他表示，国家和部队培养了自己，这是他应该做的。@西部决策 L西部决策的微博视频 收起d,None,0,0,0,213,
5697,甘泉检察,08月30日 15:29,//weibo.com/5340438538/M3qYFndNn?refer_flag=1001030103_,L人民日报的微博视频【认识一下吧，#山火中可爱的他们有姓名#】骑摩托送物资，困了就用水浇头——他，叫龙杰；头戴蝴蝶结头盔，女娃儿也要冲山坡——她，叫吴朴慧；大汗淋漓，双手颤抖喝解暑药——他，叫龚其畅；深夜煮稀饭，请救火战士吃——她，叫王明芳。微光汇聚，感谢#重庆山火中的凡人凡心#！ 人民日报的微博视频 ???收起 收起d,blue,0,1,1,161,
5698,执念成疾ovo,08月30日 15:29,//weibo.com/5966717865/M3qYDwlh3?refer_flag=1001030103_,【#退役武警6天5夜决战山火第一线# ：6天休息10小时，周围都是火】近日，重庆。22岁的秦思偲是一名退役武警，在重庆巴南区经营一家菜鸟驿站。8月21日晚，他在老家给亲戚祝寿时，接到区人武部召集令，他马上冲往重庆山火扑救前线。在灭火的六天五夜里，他只休息了十几个钟头，打火、砍出隔离带，全程和山火赛跑。8月29日，秦思偲荣获表彰及万元奖励，他表示，国家和部队培养了自己，这是他应该做的。@西部决策 L西部决策的微博视频 收起d,yellow,0,0,0,213,
5699,雲欲天舒,08月30日 15:29,//weibo.com/3853663530/M3qYCpUoI?refer_flag=1001030103_,【#退役武警6天5夜决战山火第一线# ：6天休息10小时，周围都是火】近日，重庆。22岁的秦思偲是一名退役武警，在重庆巴南区经营一家菜鸟驿站。8月21日晚，他在老家给亲戚祝寿时，接到区人武部召集令，他马上冲往重庆山火扑救前线。在灭火的六天五夜里，他只休息了十几个钟头，打火、砍出隔离带，全程和山火赛跑。8月29日，秦思偲荣获表彰及万元奖励，他表示，国家和部队培养了自己，这是他应该做的。@西部决策 L西部决策的微博视频 收起d,yellow,0,0,0,213,
5700,我和老外,08月30日 15:29,//weibo.com/1908060113/M3qYBcRUZ?refer_flag=1001030103_,“如果我们回不来，请记住这张脸”。       听到这段话，泪水一飙就出来了，我们素不相识都心痛流泪，你爸妈看到不是心底飙血么？       快莫这样说，你们一个不会少平安回来，平安回来！抹去烟灰尘土，你们更加帅气超然。            2022.8.26.重庆胜利扑灭山火?,None,0,0,0,141,
5701,西部决策D财经,08月30日 15:28,//weibo.com/7467694254/M3qYABf7e?refer_flag=1001030103_,【#退役武警6天5夜决战山火第一线# ：6天休息10小时，周围都是火】近日，重庆。22岁的秦思偲是一名退役武警，在重庆巴南区经营一家菜鸟驿站。8月21日晚，他在老家给亲戚祝寿时，接到区人武部召集令，他马上冲往重庆山火扑救前线。在灭火的六天五夜里，他只休息了十几个钟头，打火、砍出隔离带，全程和山火赛跑。8月29日，秦思偲荣获表彰及万元奖励，他表示，国家和部队培养了自己，这是他应该做的。@西部决策 L西部决策的微博视频 收起d,blue,0,0,1,213,
